record_id,user_id,station_id,charge_start_time,charge_end_time,duration_minutes,energy_kwh,cost_yuan,payment_method,start_soc,end_soc
REC000509,U00261,1761,2024-01-26 07:03:00,2024-01-26 08:04:00,61,122,219.6,支付宝,28,83
REC000510,U00321,1989,2024-01-23 08:02:00,2024-01-23 10:05:00,123,14.35,17.22,信用卡,30,84
REC000511,U00269,864,2024-01-13 06:07:00,2024-01-13 07:36:00,89,712,1780,信用卡,11,83
REC000512,U00156,992,2024-01-26 11:41:00,2024-01-26 11:57:00,16,32,57.6,信用卡,24,86
REC000513,U00153,1404,2024-01-12 01:19:00,2024-01-12 03:36:00,137,15.98,19.18,信用卡,27,96
REC000514,U00209,560,2024-01-03 08:22:00,2024-01-03 09:31:00,69,552,1380,微信支付,30,91
REC000515,U00028,509,2024-01-05 21:55:00,2024-01-05 23:44:00,109,12.72,15.26,支付宝,10,99
REC000516,U00260,195,2024-01-18 00:13:00,2024-01-18 02:52:00,159,1272,3180,信用卡,12,89
REC000517,U00294,1171,2024-01-09 12:33:00,2024-01-09 12:52:00,19,152,380,信用卡,24,88
REC000518,U00414,2388,2024-01-08 18:52:00,2024-01-08 20:50:00,118,236,424.8,信用卡,28,99
REC000519,U00393,1724,2024-01-29 16:06:00,2024-01-29 18:47:00,161,18.78,22.54,支付宝,19,97
REC000520,U00046,1869,2024-01-25 00:23:00,2024-01-25 01:53:00,90,720,1800,微信支付,27,91
REC000521,U00197,2373,2024-01-30 05:31:00,2024-01-30 08:11:00,160,320,576,微信支付,14,90
REC000522,U00053,2316,2024-01-14 15:34:00,2024-01-14 15:54:00,20,160,400,信用卡,19,98
REC000523,U00489,797,2024-01-09 05:16:00,2024-01-09 06:19:00,63,504,1260,微信支付,15,87
REC000524,U00400,1206,2024-01-07 16:19:00,2024-01-07 18:24:00,125,250,450,支付宝,28,97
REC000525,U00209,225,2024-01-29 13:37:00,2024-01-29 13:57:00,20,40,72,信用卡,25,84
REC000526,U00328,1631,2024-01-06 14:34:00,2024-01-06 16:46:00,132,1056,2640,支付宝,10,100
REC000527,U00090,1811,2024-01-11 01:49:00,2024-01-11 03:23:00,94,752,1880,信用卡,17,96
REC000528,U00167,903,2024-01-28 15:58:00,2024-01-28 17:45:00,107,12.48,14.98,信用卡,17,96
REC000529,U00337,568,2024-01-26 18:55:00,2024-01-26 19:14:00,19,152,380,支付宝,10,91
REC000530,U00455,1670,2024-01-06 14:40:00,2024-01-06 15:31:00,51,408,1020,信用卡,28,99
REC000531,U00175,1779,2024-01-02 14:42:00,2024-01-02 17:17:00,155,1240,3100,微信支付,22,98
REC000532,U00279,1470,2024-01-07 22:08:00,2024-01-08 00:14:00,126,1008,2520,信用卡,18,82
REC000533,U00196,2256,2024-01-27 07:46:00,2024-01-27 09:37:00,111,222,399.6,支付宝,23,100
REC000534,U00473,299,2024-01-11 02:37:00,2024-01-11 02:55:00,18,144,360,信用卡,25,93
REC000535,U00345,403,2024-01-07 21:09:00,2024-01-07 22:12:00,63,7.35,8.82,信用卡,20,98
REC000536,U00473,1380,2024-01-06 17:16:00,2024-01-06 18:35:00,79,632,1580,微信支付,18,92
REC000537,U00077,2218,2024-01-12 04:48:00,2024-01-12 07:33:00,165,1320,3300,支付宝,26,88
REC000538,U00438,167,2024-01-02 14:10:00,2024-01-02 15:07:00,57,6.65,7.98,支付宝,17,80
REC000539,U00342,27,2024-01-24 15:18:00,2024-01-24 17:24:00,126,1008,2520,信用卡,22,92
REC000540,U00029,257,2024-01-06 13:33:00,2024-01-06 15:27:00,114,912,2280,信用卡,16,82
REC000541,U00343,333,2024-01-10 01:10:00,2024-01-10 04:01:00,171,19.95,23.94,支付宝,10,81
REC000542,U00193,272,2024-01-25 06:30:00,2024-01-25 06:59:00,29,232,580,信用卡,30,88
REC000543,U00151,329,2024-01-29 21:58:00,2024-01-30 00:48:00,170,340,612,微信支付,20,81
REC000544,U00209,1857,2024-01-09 07:32:00,2024-01-09 10:28:00,176,352,633.6,信用卡,16,98
REC000545,U00329,1816,2024-01-19 23:04:00,2024-01-20 01:59:00,175,350,630,微信支付,11,91
REC000546,U00327,904,2024-01-13 23:36:00,2024-01-14 01:00:00,84,672,1680,微信支付,25,94
REC000547,U00307,1814,2024-01-14 01:28:00,2024-01-14 03:23:00,115,13.42,16.1,微信支付,11,94
REC000548,U00372,573,2024-01-19 14:25:00,2024-01-19 16:25:00,120,960,2400,信用卡,14,99
REC000549,U00177,562,2024-01-02 03:15:00,2024-01-02 05:52:00,157,1256,3140,微信支付,25,100
REC000550,U00473,1943,2024-01-18 17:56:00,2024-01-18 18:23:00,27,54,97.2,微信支付,28,99
REC000551,U00394,274,2024-01-13 05:51:00,2024-01-13 06:11:00,20,40,72,支付宝,26,97
REC000552,U00035,1077,2024-01-10 03:17:00,2024-01-10 04:22:00,65,520,1300,微信支付,24,87
REC000553,U00480,366,2024-01-07 06:54:00,2024-01-07 08:29:00,95,11.08,13.3,支付宝,15,86
REC000554,U00469,1413,2024-01-19 12:20:00,2024-01-19 13:02:00,42,4.9,5.88,支付宝,27,82
REC000555,U00006,1902,2024-01-10 13:49:00,2024-01-10 14:46:00,57,456,1140,信用卡,13,82
REC000556,U00001,670,2024-01-18 12:52:00,2024-01-18 13:35:00,43,86,154.8,微信支付,23,87
REC000557,U00343,2103,2024-01-15 17:04:00,2024-01-15 17:52:00,48,384,960,支付宝,25,97
REC000558,U00500,2349,2024-01-16 22:47:00,2024-01-17 00:38:00,111,888,2220,微信支付,16,86
REC000559,U00039,1833,2024-01-26 01:29:00,2024-01-26 02:59:00,90,180,324,支付宝,18,98
REC000560,U00372,202,2024-01-08 22:15:00,2024-01-09 00:58:00,163,19.02,22.82,支付宝,11,84
REC000561,U00151,1621,2024-01-24 11:20:00,2024-01-24 11:46:00,26,3.03,3.64,微信支付,23,88
REC000562,U00028,1167,2024-01-12 00:19:00,2024-01-12 02:29:00,130,260,468,微信支付,18,83
REC000563,U00241,1632,2024-01-25 13:28:00,2024-01-25 14:10:00,42,4.9,5.88,微信支付,24,95
REC000564,U00088,2103,2024-01-09 17:52:00,2024-01-09 18:26:00,34,272,680,微信支付,15,100
REC000565,U00450,378,2024-01-23 14:55:00,2024-01-23 17:40:00,165,1320,3300,信用卡,15,83
REC000566,U00134,793,2024-01-24 21:21:00,2024-01-24 23:23:00,122,14.23,17.08,微信支付,28,97
REC000567,U00377,1394,2024-01-23 14:38:00,2024-01-23 17:28:00,170,19.83,23.8,支付宝,17,93
REC000568,U00448,949,2024-01-25 19:07:00,2024-01-25 20:24:00,77,154,277.2,微信支付,26,85
REC000569,U00349,2227,2024-01-15 17:49:00,2024-01-15 19:48:00,119,952,2380,微信支付,20,87
REC000570,U00385,2345,2024-01-21 17:07:00,2024-01-21 17:27:00,20,160,400,支付宝,28,97
REC000571,U00207,1756,2024-01-06 15:58:00,2024-01-06 18:09:00,131,262,471.6,支付宝,11,92
REC000572,U00121,2034,2024-01-19 16:27:00,2024-01-19 18:54:00,147,1176,2940,微信支付,10,91
REC000573,U00193,10,2024-01-25 20:30:00,2024-01-25 21:21:00,51,408,1020,微信支付,15,85
REC000574,U00323,918,2024-01-17 03:31:00,2024-01-17 05:09:00,98,11.43,13.72,信用卡,15,82
REC000575,U00348,1612,2024-01-17 21:48:00,2024-01-17 22:06:00,18,2.1,2.52,支付宝,27,94
REC000576,U00352,430,2024-01-13 07:21:00,2024-01-13 09:19:00,118,944,2360,信用卡,14,82
REC000577,U00334,2142,2024-01-09 04:17:00,2024-01-09 04:50:00,33,3.85,4.62,信用卡,14,90
REC000578,U00204,2326,2024-01-22 00:51:00,2024-01-22 03:38:00,167,19.48,23.38,微信支付,27,98
REC000579,U00396,2189,2024-01-13 11:17:00,2024-01-13 12:32:00,75,600,1500,支付宝,29,99
REC000580,U00148,2220,2024-01-26 03:10:00,2024-01-26 03:29:00,19,152,380,微信支付,14,81
REC000581,U00409,1356,2024-01-02 19:02:00,2024-01-02 21:51:00,169,1352,3380,信用卡,17,97
REC000582,U00500,1775,2024-01-28 11:25:00,2024-01-28 12:44:00,79,158,284.4,信用卡,19,100
REC000583,U00153,533,2024-01-28 19:28:00,2024-01-28 21:09:00,101,11.78,14.14,信用卡,29,96
REC000584,U00323,2268,2024-01-04 06:06:00,2024-01-04 09:06:00,180,360,648,微信支付,19,91
REC000585,U00321,1851,2024-01-26 02:02:00,2024-01-26 04:26:00,144,288,518.4,支付宝,11,100
REC000586,U00047,1808,2024-01-17 11:52:00,2024-01-17 12:52:00,60,120,216,微信支付,27,92
REC000587,U00200,1834,2024-01-22 23:40:00,2024-01-23 00:45:00,65,520,1300,信用卡,15,80
REC000588,U00141,1852,2024-01-18 13:33:00,2024-01-18 14:07:00,34,3.97,4.76,信用卡,12,100
REC000589,U00254,1890,2024-01-29 00:45:00,2024-01-29 03:16:00,151,302,543.6,支付宝,22,97
REC000590,U00439,615,2024-01-29 15:10:00,2024-01-29 17:52:00,162,18.9,22.68,支付宝,26,95
REC000591,U00429,631,2024-01-07 03:26:00,2024-01-07 05:02:00,96,192,345.6,信用卡,28,86
REC000592,U00384,2024,2024-01-02 23:42:00,2024-01-03 02:41:00,179,1432,3580,信用卡,20,96
REC000593,U00205,3,2024-01-30 12:55:00,2024-01-30 13:57:00,62,7.23,8.68,信用卡,30,87
REC000594,U00027,1511,2024-01-13 12:10:00,2024-01-13 12:32:00,22,176,440,信用卡,21,92
REC000595,U00373,1561,2024-01-29 10:42:00,2024-01-29 12:21:00,99,11.55,13.86,信用卡,24,98
REC000596,U00016,157,2024-01-06 22:20:00,2024-01-06 23:17:00,57,6.65,7.98,支付宝,27,85
REC000597,U00437,1404,2024-01-18 07:05:00,2024-01-18 08:28:00,83,9.68,11.62,支付宝,15,96
REC000598,U00236,1611,2024-01-28 06:21:00,2024-01-28 08:16:00,115,230,414,微信支付,14,91
REC000599,U00096,1205,2024-01-30 07:11:00,2024-01-30 08:29:00,78,9.1,10.92,信用卡,14,97
REC000600,U00434,2360,2024-01-13 12:05:00,2024-01-13 14:00:00,115,13.42,16.1,微信支付,16,97
REC000601,U00479,2346,2024-01-05 22:36:00,2024-01-06 00:18:00,102,204,367.2,支付宝,15,88
REC000602,U00351,327,2024-01-16 04:07:00,2024-01-16 05:09:00,62,124,223.2,信用卡,20,95
REC000603,U00468,729,2024-01-16 21:01:00,2024-01-16 22:55:00,114,228,410.4,微信支付,28,85
REC000604,U00485,1654,2024-01-28 01:28:00,2024-01-28 02:39:00,71,8.28,9.94,信用卡,17,90
REC000605,U00312,2170,2024-01-18 02:11:00,2024-01-18 02:52:00,41,82,147.6,微信支付,26,83
REC000606,U00364,2294,2024-01-19 01:18:00,2024-01-19 03:07:00,109,218,392.4,支付宝,10,100
REC000607,U00266,2006,2024-01-13 05:06:00,2024-01-13 06:59:00,113,904,2260,信用卡,20,80
REC000608,U00388,1313,2024-01-23 10:46:00,2024-01-23 12:14:00,88,10.27,12.32,支付宝,17,80
REC000609,U00157,796,2024-01-29 20:04:00,2024-01-29 22:58:00,174,348,626.4,微信支付,26,98
REC000610,U00475,306,2024-01-06 09:38:00,2024-01-06 11:56:00,138,1104,2760,信用卡,25,85
REC000611,U00102,193,2024-01-24 23:39:00,2024-01-25 01:19:00,100,800,2000,信用卡,17,88
REC000612,U00045,155,2024-01-17 19:49:00,2024-01-17 20:57:00,68,136,244.8,支付宝,19,82
REC000613,U00151,1333,2024-01-21 21:32:00,2024-01-21 22:14:00,42,84,151.2,支付宝,20,86
REC000614,U00111,440,2024-01-09 03:31:00,2024-01-09 05:19:00,108,12.6,15.12,信用卡,16,93
REC000615,U00373,1950,2024-01-25 02:55:00,2024-01-25 03:34:00,39,78,140.4,微信支付,23,94
REC000616,U00024,1300,2024-01-01 23:32:00,2024-01-02 02:25:00,173,1384,3460,支付宝,14,100
REC000617,U00146,447,2024-01-05 05:10:00,2024-01-05 05:34:00,24,48,86.4,支付宝,15,94
REC000618,U00316,1569,2024-01-25 08:02:00,2024-01-25 08:48:00,46,92,165.6,信用卡,28,96
REC000619,U00288,1937,2024-01-03 23:41:00,2024-01-04 02:30:00,169,19.72,23.66,信用卡,14,95
REC000620,U00140,28,2024-01-17 16:17:00,2024-01-17 17:05:00,48,96,172.8,微信支付,26,96
REC000621,U00439,2285,2024-01-17 02:27:00,2024-01-17 04:24:00,117,13.65,16.38,微信支付,14,90
REC000622,U00415,2284,2024-01-20 17:39:00,2024-01-20 19:40:00,121,14.12,16.94,微信支付,20,98
REC000623,U00213,2075,2024-01-21 17:16:00,2024-01-21 19:48:00,152,304,547.2,支付宝,18,89
REC000624,U00071,687,2024-01-23 16:10:00,2024-01-23 17:51:00,101,11.78,14.14,信用卡,20,88
REC000625,U00324,2218,2024-01-16 16:51:00,2024-01-16 19:36:00,165,1320,3300,支付宝,21,90
REC000626,U00092,1180,2024-01-24 02:21:00,2024-01-24 03:08:00,47,376,940,支付宝,29,83
REC000627,U00416,340,2024-01-20 17:36:00,2024-01-20 19:16:00,100,11.67,14,微信支付,14,80
REC000628,U00022,162,2024-01-08 08:19:00,2024-01-08 09:52:00,93,10.85,13.02,支付宝,30,87
REC000629,U00332,2402,2024-01-11 19:30:00,2024-01-11 20:03:00,33,264,660,微信支付,14,100
REC000630,U00410,475,2024-01-16 02:03:00,2024-01-16 03:39:00,96,11.2,13.44,微信支付,16,80
REC000631,U00175,1328,2024-01-23 02:51:00,2024-01-23 03:14:00,23,2.68,3.22,信用卡,16,100
REC000632,U00285,1744,2024-01-09 12:57:00,2024-01-09 13:37:00,40,320,800,支付宝,19,89
REC000633,U00269,2130,2024-01-29 07:49:00,2024-01-29 09:42:00,113,904,2260,支付宝,28,99
REC000634,U00074,2010,2024-01-23 23:40:00,2024-01-24 00:51:00,71,8.28,9.94,支付宝,24,100
REC000635,U00369,1807,2024-01-14 13:40:00,2024-01-14 16:39:00,179,20.88,25.06,支付宝,14,80
REC000636,U00188,532,2024-01-24 16:51:00,2024-01-24 17:48:00,57,6.65,7.98,支付宝,19,86
REC000637,U00270,286,2024-01-11 04:35:00,2024-01-11 05:34:00,59,472,1180,信用卡,27,83
REC000638,U00098,548,2024-01-04 02:43:00,2024-01-04 03:30:00,47,376,940,微信支付,29,84
REC000639,U00321,30,2024-01-15 02:59:00,2024-01-15 05:53:00,174,1392,3480,微信支付,11,92
REC000640,U00454,34,2024-01-05 08:08:00,2024-01-05 10:36:00,148,17.27,20.72,微信支付,23,88
REC000641,U00082,2006,2024-01-10 12:46:00,2024-01-10 15:22:00,156,1248,3120,支付宝,21,80
REC000642,U00085,2182,2024-01-22 17:10:00,2024-01-22 19:08:00,118,236,424.8,信用卡,12,94
REC000643,U00403,725,2024-01-09 11:20:00,2024-01-09 13:04:00,104,12.13,14.56,支付宝,24,90
REC000644,U00383,1067,2024-01-17 18:41:00,2024-01-17 21:19:00,158,1264,3160,信用卡,18,95
REC000645,U00195,556,2024-01-08 07:02:00,2024-01-08 09:43:00,161,322,579.6,微信支付,20,84
REC000646,U00262,370,2024-01-21 21:25:00,2024-01-21 23:17:00,112,224,403.2,信用卡,27,87
REC000647,U00201,419,2024-01-03 15:59:00,2024-01-03 18:34:00,155,1240,3100,微信支付,24,83
REC000648,U00090,1921,2024-01-04 03:09:00,2024-01-04 05:21:00,132,264,475.2,信用卡,16,86
REC000649,U00404,1815,2024-01-11 03:19:00,2024-01-11 05:58:00,159,1272,3180,信用卡,28,85
REC000650,U00167,120,2024-01-09 12:33:00,2024-01-09 13:32:00,59,6.88,8.26,微信支付,28,98
REC000651,U00380,877,2024-01-19 23:56:00,2024-01-20 00:54:00,58,116,208.8,微信支付,23,90
REC000652,U00039,2397,2024-01-30 09:26:00,2024-01-30 10:58:00,92,10.73,12.88,微信支付,27,97
REC000653,U00122,590,2024-01-08 19:55:00,2024-01-08 21:33:00,98,11.43,13.72,信用卡,21,87
REC000654,U00439,2366,2024-01-25 20:00:00,2024-01-25 21:07:00,67,7.82,9.38,支付宝,27,89
REC000655,U00214,1093,2024-01-06 19:25:00,2024-01-06 21:45:00,140,1120,2800,信用卡,30,94
REC000656,U00113,2020,2024-01-08 14:28:00,2024-01-08 16:23:00,115,230,414,支付宝,17,80
REC000657,U00171,2339,2024-01-13 03:07:00,2024-01-13 04:26:00,79,632,1580,信用卡,25,99
REC000658,U00093,478,2024-01-21 14:03:00,2024-01-21 16:52:00,169,19.72,23.66,信用卡,24,80
REC000659,U00293,766,2024-01-09 04:24:00,2024-01-09 06:31:00,127,14.82,17.78,微信支付,15,81
REC000660,U00127,1357,2024-01-28 08:52:00,2024-01-28 11:06:00,134,15.63,18.76,信用卡,25,83
REC000661,U00252,878,2024-01-16 03:02:00,2024-01-16 03:52:00,50,100,180,信用卡,27,96
REC000662,U00067,996,2024-01-08 01:00:00,2024-01-08 01:22:00,22,44,79.2,信用卡,13,84
REC000663,U00204,1493,2024-01-03 17:17:00,2024-01-03 19:52:00,155,1240,3100,微信支付,15,81
REC000664,U00136,183,2024-01-26 11:20:00,2024-01-26 13:40:00,140,1120,2800,信用卡,24,96
REC000665,U00260,2063,2024-01-27 03:24:00,2024-01-27 05:31:00,127,14.82,17.78,支付宝,16,91
REC000666,U00183,2107,2024-01-09 15:41:00,2024-01-09 16:56:00,75,150,270,信用卡,27,92
REC000667,U00409,250,2024-01-03 02:10:00,2024-01-03 03:16:00,66,528,1320,微信支付,18,89
REC000668,U00473,968,2024-01-18 21:38:00,2024-01-19 00:38:00,180,1440,3600,微信支付,28,98
REC000669,U00057,1314,2024-01-22 04:40:00,2024-01-22 05:12:00,32,3.73,4.48,支付宝,15,86
REC000670,U00461,2337,2024-01-05 12:12:00,2024-01-05 12:32:00,20,40,72,微信支付,30,98
REC000671,U00399,686,2024-01-27 23:01:00,2024-01-28 00:45:00,104,832,2080,信用卡,10,82
REC000672,U00102,1241,2024-01-23 00:04:00,2024-01-23 01:29:00,85,170,306,信用卡,26,86
REC000673,U00314,233,2024-01-10 04:26:00,2024-01-10 04:42:00,16,128,320,信用卡,23,95
REC000674,U00108,339,2024-01-28 06:14:00,2024-01-28 08:36:00,142,284,511.2,微信支付,29,83
REC000675,U00204,595,2024-01-03 10:53:00,2024-01-03 13:50:00,177,354,637.2,微信支付,14,83
REC000676,U00081,849,2024-01-06 14:58:00,2024-01-06 17:10:00,132,264,475.2,支付宝,24,84
REC000677,U00059,220,2024-01-28 19:44:00,2024-01-28 20:21:00,37,74,133.2,微信支付,13,92
REC000678,U00054,1650,2024-01-07 03:27:00,2024-01-07 04:28:00,61,488,1220,微信支付,13,99
REC000679,U00229,131,2024-01-07 10:32:00,2024-01-07 12:14:00,102,204,367.2,信用卡,26,94
REC000680,U00102,1019,2024-01-29 14:27:00,2024-01-29 15:36:00,69,138,248.4,微信支付,19,98
REC000681,U00221,789,2024-01-18 13:22:00,2024-01-18 15:03:00,101,808,2020,微信支付,27,80
REC000682,U00234,733,2024-01-30 20:39:00,2024-01-30 22:11:00,92,184,331.2,信用卡,13,84
REC000683,U00091,1156,2024-01-05 19:43:00,2024-01-05 20:21:00,38,304,760,支付宝,10,97
REC000684,U00321,1618,2024-01-25 03:14:00,2024-01-25 04:04:00,50,400,1000,支付宝,10,98
REC000685,U00069,1338,2024-01-08 01:58:00,2024-01-08 04:45:00,167,334,601.2,支付宝,22,84
REC000686,U00431,71,2024-01-28 03:58:00,2024-01-28 05:02:00,64,7.47,8.96,信用卡,21,91
REC000687,U00430,1559,2024-01-04 06:06:00,2024-01-04 06:21:00,15,30,54,微信支付,28,99
REC000688,U00066,1415,2024-01-27 19:17:00,2024-01-27 21:39:00,142,284,511.2,微信支付,13,87
REC000689,U00061,1859,2024-01-07 16:58:00,2024-01-07 18:23:00,85,680,1700,微信支付,23,91
REC000690,U00168,2252,2024-01-25 19:25:00,2024-01-25 21:13:00,108,864,2160,支付宝,19,84
REC000691,U00434,869,2024-01-02 11:32:00,2024-01-02 12:53:00,81,9.45,11.34,微信支付,14,80
REC000692,U00247,577,2024-01-03 16:46:00,2024-01-03 18:49:00,123,246,442.8,微信支付,21,99
REC000693,U00246,664,2024-01-11 18:06:00,2024-01-11 20:43:00,157,1256,3140,支付宝,18,81
REC000694,U00307,682,2024-01-29 10:34:00,2024-01-29 11:04:00,30,3.5,4.2,支付宝,12,93
REC000695,U00442,1746,2024-01-28 03:19:00,2024-01-28 03:39:00,20,40,72,支付宝,17,84
REC000696,U00441,519,2024-01-14 01:21:00,2024-01-14 03:51:00,150,300,540,信用卡,13,90
REC000697,U00134,1309,2024-01-08 11:13:00,2024-01-08 14:09:00,176,1408,3520,信用卡,10,87
REC000698,U00017,1170,2024-01-12 14:44:00,2024-01-12 15:14:00,30,240,600,微信支付,10,99
REC000699,U00465,1488,2024-01-19 16:57:00,2024-01-19 19:19:00,142,16.57,19.88,信用卡,30,94
REC000700,U00217,1510,2024-01-15 06:42:00,2024-01-15 09:36:00,174,348,626.4,微信支付,21,94
REC000701,U00191,1426,2024-01-14 05:20:00,2024-01-14 07:23:00,123,984,2460,微信支付,17,88
REC000702,U00431,1965,2024-01-06 02:14:00,2024-01-06 03:04:00,50,5.83,7,支付宝,24,93
REC000703,U00057,12,2024-01-03 06:11:00,2024-01-03 08:48:00,157,18.32,21.98,微信支付,13,96
REC000704,U00020,503,2024-01-10 16:20:00,2024-01-10 16:41:00,21,2.45,2.94,信用卡,23,97
REC000705,U00052,942,2024-01-21 16:47:00,2024-01-21 18:44:00,117,936,2340,支付宝,12,95
REC000706,U00217,664,2024-01-24 17:54:00,2024-01-24 18:19:00,25,200,500,信用卡,10,96
REC000707,U00416,400,2024-01-17 22:02:00,2024-01-18 00:11:00,129,258,464.4,微信支付,14,98
REC000708,U00445,125,2024-01-06 04:09:00,2024-01-06 05:51:00,102,816,2040,信用卡,11,94
REC000709,U00101,346,2024-01-24 09:16:00,2024-01-24 09:41:00,25,2.92,3.5,支付宝,24,83
REC000710,U00028,1010,2024-01-22 06:34:00,2024-01-22 07:47:00,73,8.52,10.22,支付宝,12,81
REC000711,U00185,1179,2024-01-25 09:39:00,2024-01-25 11:04:00,85,170,306,支付宝,19,86
REC000712,U00090,1641,2024-01-06 10:44:00,2024-01-06 11:49:00,65,130,234,微信支付,10,98
REC000713,U00094,1783,2024-01-17 03:07:00,2024-01-17 05:38:00,151,17.62,21.14,信用卡,21,94
REC000714,U00361,1745,2024-01-20 19:06:00,2024-01-20 21:53:00,167,334,601.2,支付宝,25,80
REC000715,U00062,838,2024-01-26 19:02:00,2024-01-26 19:18:00,16,128,320,支付宝,16,86
REC000716,U00081,1649,2024-01-21 06:01:00,2024-01-21 07:21:00,80,640,1600,支付宝,22,93
REC000717,U00041,610,2024-01-17 07:49:00,2024-01-17 10:33:00,164,328,590.4,微信支付,26,87
REC000718,U00359,567,2024-01-22 20:49:00,2024-01-22 21:08:00,19,2.22,2.66,微信支付,11,88
REC000719,U00213,1651,2024-01-20 14:49:00,2024-01-20 15:29:00,40,320,800,支付宝,20,100
REC000720,U00387,103,2024-01-04 08:04:00,2024-01-04 08:48:00,44,88,158.4,微信支付,24,98
REC000721,U00342,1990,2024-01-22 12:28:00,2024-01-22 13:14:00,46,5.37,6.44,支付宝,11,80
REC000722,U00300,1076,2024-01-11 23:43:00,2024-01-12 02:17:00,154,308,554.4,信用卡,12,98
REC000723,U00294,1105,2024-01-01 09:18:00,2024-01-01 10:53:00,95,760,1900,微信支付,12,90
REC000724,U00022,706,2024-01-12 21:05:00,2024-01-12 23:56:00,171,1368,3420,信用卡,26,81
REC000725,U00332,1220,2024-01-28 11:06:00,2024-01-28 13:28:00,142,284,511.2,支付宝,29,96
REC000726,U00328,2019,2024-01-11 10:19:00,2024-01-11 13:19:00,180,360,648,微信支付,16,94
REC000727,U00351,1799,2024-01-06 17:22:00,2024-01-06 19:23:00,121,14.12,16.94,支付宝,29,97
REC000728,U00053,1199,2024-01-19 22:47:00,2024-01-20 00:39:00,112,224,403.2,微信支付,14,86
REC000729,U00147,1987,2024-01-03 11:38:00,2024-01-03 13:57:00,139,278,500.4,支付宝,28,88
REC000730,U00120,1017,2024-01-09 04:16:00,2024-01-09 05:53:00,97,194,349.2,支付宝,15,86
REC000731,U00343,2112,2024-01-28 03:30:00,2024-01-28 06:17:00,167,1336,3340,支付宝,28,98
REC000732,U00313,467,2024-01-21 13:13:00,2024-01-21 13:31:00,18,2.1,2.52,微信支付,18,85
REC000733,U00435,1765,2024-01-07 14:26:00,2024-01-07 14:47:00,21,2.45,2.94,微信支付,24,81
REC000734,U00236,2112,2024-01-25 20:25:00,2024-01-25 21:23:00,58,464,1160,微信支付,12,93
REC000735,U00431,225,2024-01-08 10:58:00,2024-01-08 11:20:00,22,44,79.2,信用卡,30,88
REC000736,U00436,390,2024-01-26 02:06:00,2024-01-26 02:42:00,36,72,129.6,微信支付,21,99
REC000737,U00263,2342,2024-01-28 08:24:00,2024-01-28 10:48:00,144,288,518.4,信用卡,24,84
REC000738,U00043,459,2024-01-21 11:27:00,2024-01-21 11:47:00,20,40,72,信用卡,27,96
REC000739,U00476,1187,2024-01-24 09:06:00,2024-01-24 09:28:00,22,44,79.2,微信支付,27,92
REC000740,U00156,1066,2024-01-25 14:28:00,2024-01-25 15:18:00,50,5.83,7,微信支付,13,94
REC000741,U00268,1459,2024-01-24 14:29:00,2024-01-24 15:43:00,74,8.63,10.36,信用卡,24,96
REC000742,U00225,1532,2024-01-01 18:35:00,2024-01-01 21:08:00,153,17.85,21.42,微信支付,11,80
REC000743,U00277,1063,2024-01-03 09:08:00,2024-01-03 11:10:00,122,244,439.2,支付宝,20,95
REC000744,U00425,384,2024-01-09 10:25:00,2024-01-09 11:28:00,63,504,1260,支付宝,28,82
REC000745,U00305,1227,2024-01-19 14:26:00,2024-01-19 15:04:00,38,76,136.8,信用卡,12,85
REC000746,U00457,2093,2024-01-23 23:47:00,2024-01-24 02:33:00,166,332,597.6,支付宝,15,99
REC000747,U00287,1735,2024-01-24 05:15:00,2024-01-24 06:08:00,53,424,1060,支付宝,22,98
REC000748,U00341,1955,2024-01-30 04:00:00,2024-01-30 04:27:00,27,216,540,支付宝,11,98
REC000749,U00118,1453,2024-01-06 14:47:00,2024-01-06 16:08:00,81,9.45,11.34,微信支付,28,93
REC000750,U00182,461,2024-01-20 16:33:00,2024-01-20 16:59:00,26,208,520,支付宝,27,100
REC000751,U00091,1017,2024-01-23 10:29:00,2024-01-23 11:56:00,87,174,313.2,信用卡,27,97
REC000752,U00171,919,2024-01-18 10:12:00,2024-01-18 11:57:00,105,210,378,微信支付,24,98
REC000753,U00094,1631,2024-01-14 13:52:00,2024-01-14 16:50:00,178,1424,3560,微信支付,29,93
REC000754,U00428,1160,2024-01-29 00:05:00,2024-01-29 01:56:00,111,888,2220,支付宝,27,87
REC000755,U00480,1085,2024-01-29 02:15:00,2024-01-29 04:19:00,124,248,446.4,微信支付,18,94
REC000756,U00160,2096,2024-01-08 03:41:00,2024-01-08 04:12:00,31,248,620,支付宝,10,84
REC000757,U00174,2298,2024-01-05 21:38:00,2024-01-05 23:31:00,113,13.18,15.82,微信支付,15,91
REC000758,U00390,2376,2024-01-12 07:35:00,2024-01-12 10:31:00,176,1408,3520,支付宝,18,97
REC000759,U00065,2240,2024-01-01 06:22:00,2024-01-01 08:45:00,143,16.68,20.02,信用卡,17,88
REC000760,U00205,2190,2024-01-25 11:51:00,2024-01-25 14:14:00,143,286,514.8,微信支付,29,81
REC000761,U00071,1786,2024-01-13 00:23:00,2024-01-13 02:19:00,116,13.53,16.24,支付宝,14,96
REC000762,U00309,1824,2024-01-27 10:52:00,2024-01-27 11:24:00,32,64,115.2,支付宝,10,99
REC000763,U00046,260,2024-01-14 21:34:00,2024-01-14 22:07:00,33,3.85,4.62,微信支付,13,98
